_id,ID,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATA_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,MI_PRINX,ATTRACTION_LEVEL,ATTRACTION_DESC,IMAGE_NAME,MAP_ACCESS,geometry
158,175,,Yuk Yuk's,Performing Arts,416-967-6425,,https://www.yukyuks.com/,7929614.0,,7929614.0,224.0,Richmond St W,224 Richmond St W,M5V 1V6,former TORONTO,Toronto,,104008.0,14025348.0,224.0,,,,4277.0,,,,,175,2103957.0,3,Yuk Yuk's was established as a comedy club by Mark Breslin in 1976. It is located within Toronto's entertainment district and features various comedians doing their stand up routines.,YukYuks.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3883623645, 43.6498710006)}"
159,158,,Toronto Zoo,Attraction,416-392-5929,,www.torontozoo.com,6349687.0,,6349687.0,2000.0,Meadowvale Rd,2000 Meadowvale Rd,,SCARBOROUGH,Toronto,Toronto Zoo,106001.0,6349684.0,2000.0,,,,8470.0,,,,,158,2128998.0,1,"The Toronto Zoo is one of the largest zoos in the world at 287 hectares (710 acres) and is known for interactive education and conservation activities. It is currently home to 2 giant pandas, and more than 5,000 animals representing over 500 species.",TorontoZoo.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.1783415996, 43.8238708851)}"
160,159,,Toronto's First Post Office,Museum,416-865-1833,,http://www.townofyork.com/,14194698.0,,14194698.0,260.0,Adelaide St E,260 Adelaide St E,M5A 1N1,former TORONTO,Toronto,,104008.0,8353507.0,260.0,,,,2851.0,,,,,159,2932547.0,4,Toronto's First Post Office acts as a museum but also continues to operate as a full service Canada Post office. Admission to the museum is by donation.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3705365201, 43.6519109934)}"
161,160,,Travellers' Aid Society of Toronto,Visitor Information,416-366-7788,,http://travellersaid.ca/,10864313.0,,10864313.0,65.0,Front St W,65 Front St W,M5J 1E6,former TORONTO,Toronto,,115001.0,10864309.0,65.0,,,,3472.0,,,,,160,2350095.0,3,Travellers' Aid Society of Toronto operates two desks; one at Pearson International Airport and the other within Union Station's grand hall. They offer free services to the general travelling public.,UnionTravellersAid.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3803451478, 43.6455196596)}"
162,161,,Ukrainian Museum of Canada,Museum,311,,http://umcontario.com/,870140.0,,870140.0,620.0,Spadina Ave,620 Spadina Ave,M5S 2H4,former TORONTO,Toronto,St. Vladimir Institute,102008.0,1143508.0,620.0,,,,4426.0,,,,,161,1870749.0,5,"The Ukrainian Museum of Canada features over 4,000 artifacts. These artifacts include prints, coins, maps jewellery, textiles and historic costumes.",,N,"{u'type': u'Point', u'coordinates': (-79.4022379724, 43.6619407679)}"
163,162,,Union Station,Transportation,311,,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=f50e962c8c3f0410VgnVCM10000071d60f89RCRD,10864313.0,,10864313.0,65.0,Front St W,65 Front St W,M5J 1E6,former TORONTO,Toronto,,115001.0,10864309.0,65.0,,,,3472.0,,,,,162,2350095.0,1,"Union Station is the busiest transportation hub in all of Canada. It serves more than 250,000 passengers daily. Via Rail, the TTC, Go Transit and Amtrak all operate out of the station",UnionStation.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3803451478, 43.6455196596)}"
164,163,,University of Toronto Art Centre,Gallery,311,,http://www.utac.utoronto.ca/,7793198.0,,7793198.0,15.0,King's College Crcl,15 King's College Crcl,M5S 3H7,former TORONTO,Toronto,,115001.0,7793196.0,15.0,,,,11268.0,,,,,163,2923233.0,5,Originally opened in 1996 The Arts centre puts a special focus on study collections.,,N,"{u'type': u'Point', u'coordinates': (-79.3953384496, 43.6625421417)}"
165,164,,Village of Yorkville Park,Nature/ Park,416-338-4386,,http://www.bloor-yorkville.com/About-Us/Village-Of-Yorkville.aspx,9544521.0,,9544521.0,115.0,Cumberland St,115 Cumberland St,,former TORONTO,Toronto,Village Of Yorkville Park,115001.0,30074461.0,115.0,,,,3247.0,,,,,164,4089089.0,3,"The Village of Yorkville Park was built on the site of a former parking lot, in the heart of the Bloor Yorkville neighbourhood. The main focal point of the park is the rock which weighs 650 tonnes and is approximately 1 billion years old.",VillageYorkvillePark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3916747846, 43.6700268946)}"
166,165,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West to Ward's Island,Ward's Island Beach,Nature/ Park,416-338-4386,,http://app.toronto.ca/tpha/beach/6.html,3814227.0,,3814227.0,40.0,Lakeshore Ave,40 Lakeshore Ave,M5J 1X8,former TORONTO,Toronto,,100001.0,3814229.0,40.0,,,,3802.0,,,,,165,4162701.0,3,"Ward's Island beach is located on the most Eastern part of the Toronto Islands. It features a residential neighbourhood, 2 restaurants, a beach and boardwalk.",WardsIslandBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3548079575, 43.6296060799)}"
167,166,,Winchester Street Theatre,Performing Arts,416-396-2819,,winchester.tdt.org/,883562.0,,883562.0,80.0,Winchester St,80 Winchester St,M4X 1B2,former TORONTO,Toronto,,112001.0,1142715.0,80.0,,,,4697.0,,,,,166,1907712.0,5,The Winchester Street Theatre is owned and jointly operated by the Toronto Dance Theatre and the School of Toronto Dance Theatre. The venue features rake seating and a stage that best showcases dance performances.,,N,"{u'type': u'Point', u'coordinates': (-79.3670122244, 43.6664225457)}"
168,167,,Woodbine Beach,Nature/ Park,311,,http://www1.toronto.ca/parks/prd/facilities/complex/311/,7650406.0,,7650406.0,1675.0,Lake Shore Blvd E,1675 Lake Shore Blvd E,M4L 3W6,former TORONTO,Toronto,Woodbine Beach Park,106001.0,13973014.0,1675.0,,,,3803.0,,,,,167,4149245.0,2,Woodbine Beach is one of the city's main beaches. The park is located over 15.2 hectares.  Features include the Martin Goodman Trail and the Donald D. Summerville Outdoor Olympic Pool.,WoodbineBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3111794251, 43.6615411848)}"
169,168,,Woodbine Racetracks,Attraction,416-675-7223,,http://www.woodbineentertainment.com/Woodbine/Pages/Default.aspx,1027360.0,,1027360.0,555.0,Rexdale Blvd,555 Rexdale Blvd,M9W 7G3,ETOBICOKE,Toronto,,106005.0,907820.0,555.0,,,,2361.0,,,,,168,1492665.0,3,Offers both Standardbred and Thoroughbred racing and hosts many prominent events (including the Queens Plate)throughout the year.,WoodbineRacetrack.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.6056383116, 43.7090026743)}"
170,169,,Woodbine Shopping Centre and Fantasy Fair,Attraction,416-674-5437,,http://www.fantasyfair.ca/,1027357.0,,1027357.0,500.0,Rexdale Blvd,500 Rexdale Blvd,M9W 6K5,ETOBICOKE,Toronto,,107003.0,907873.0,500.0,,,,2361.0,,,,,169,1791913.0,4,The Woodbine Shopping Centre is located within the city's West end; close to Pearson Airport and Woodbine Racetrack. Fantasy Fair located within the mall is an indoor amusement park for children.  In 2015 it celebrates 30 years.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.6000606721, 43.7203766341)}"
171,170,,Yonge-Dundas Square,Landmark,416-979-9960,,www.ydsquare.ca/,14229809.0,,14229809.0,1.0,Dundas St E,1 Dundas St E,,former TORONTO,Toronto,,106001.0,7641732.0,1.0,,,,3334.0,,,,,170,3149860.0,1,"Yonge-Dundas Square is one of the city's largest public squares. It is located directly across from the Toronto Eaton Centre. The square is home to free movie screenings, concerts, shows and exhibits.",YDSquare.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.380438548, 43.6561934525)}"
172,171,,York Quay Centre,Landmark,416-967-6425,,http://www.harbourfrontcentre.com/,11226853.0,,11226853.0,235.0,Queens Quay W,235 Queens Quay W,M5J 2G8,former TORONTO,Toronto,,115001.0,14134888.0,235.0,,,,4244.0,,,,,171,1995833.0,3,The York Quay Centre is part of the Harbourfront Centre.,,N,"{u'type': u'Point', u'coordinates': (-79.3831053215, 43.6392318608)}"
173,172,,Yorkdale Mall,Landmark,416-789-3261,,www.yorkdale.com/,509769.0,,509769.0,3401.0,Dufferin St,3401 Dufferin St,M6A 2T9,NORTH YORK,Toronto,,107003.0,444365.0,3401.0,,,,557.0,,,,,172,3035044.0,2,An upscale shopping centre in Toronto's North West end.,Yorkdale.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.451467173, 43.7260704435)}"
174,173,,Young Centre for the Performing Arts,Performing Arts,416-866-8666,,https://www.youngcentre.ca/,30032214.0,,30032214.0,50.0,Tank House Lane,50 Tank House Lane,M5A 3C4,former TORONTO,Toronto,,115001.0,30029446.0,50.0,,,,19560.0,,,,,173,3339458.0,3,"Opened in 2006 the Young Centre for the Performing Arts has seen more than 250,000 people attend its performances. The theatre is located within the Distillery Historic District.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3574586753, 43.6508509258)}"
175,174,,Young People's Theatre,Performing Arts,416-862-2222,,www.youngpeoplestheatre.ca/,8351482.0,,8351482.0,165.0,Front St E,165 Front St E,M5A 3Z4,former TORONTO,Toronto,,115001.0,8351480.0,165.0,,,,3471.0,,,,,174,2731772.0,3,The Young People Theatre is a part of the Soulpepper theatre company located within the Distillery Historic District.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3687388448, 43.6499898626)}"
